923번째 학습, 243, 606, 924
743번째 학습, 294, 431, 744
1124번째 학습, 403, 513, 1125
565번째 학습, 188, 433, 566
787번째 학습, 231, 381, 788
534번째 학습, 221, 243, 535
854번째 학습, 106, 214, 855
1218번째 학습, 265, 593, 1219
416번째 학습, 167, 186, 417
658번째 학습, 243, 259, 659
529번째 학습, 144, 155, 530
456번째 학습, 188, 370, 457
683번째 학습, 285, 663, 684
705번째 학습, 185, 421, 706
600번째 학습, 149, 577, 601
447번째 학습, 185, 433, 448
516번째 학습, 231, 505, 517
935번째 학습, 564, 580, 936
683번째 학습, 176, 418, 684
759번째 학습, 412, 557, 760
193번째 학습, 167, 176, 194
584번째 학습, 269, 403, 585
440번째 학습, 278, 292, 441
514번째 학습, 151, 355, 515
628번째 학습, 609, 618, 629
553번째 학습, 254, 265, 554
514번째 학습, 178, 480, 515
979번째 학습, 258, 649, 980
880번째 학습, 129, 398, 881
517번째 학습, 356, 384, 518
582번째 학습, 159, 219, 583
858번째 학습, 304, 490, 859
432번째 학습, 164, 352, 433
920번째 학습, 667, 900, 921
467번째 학습, 155, 232, 468
494번째 학습, 90, 360, 495
1222번째 학습, 244, 726, 1223
409번째 학습, 193, 384, 410
639번째 학습, 175, 365, 640
642번째 학습, 200, 329, 643
953번째 학습, 121, 329, 954
1014번째 학습, 437, 653, 1015
415번째 학습, 165, 271, 416
603번째 학습, 213, 347, 604
262번째 학습, 183, 237, 263
312번째 학습, 170, 187, 313
884번째 학습, 262, 526, 885
824번째 학습, 267, 584, 825
594번째 학습, 183, 427, 595
404번째 학습, 124, 228, 405
1072번째 학습, 473, 912, 1073
667번째 학습, 159, 407, 668
776번째 학습, 342, 528, 777
502번째 학습, 212, 354, 503
422번째 학습, 215, 262, 423
335번째 학습, 315, 325, 336
911번째 학습, 202, 445, 912
613번째 학습, 164, 347, 614
416번째 학습, 154, 261, 417
500번째 학습, 121, 269, 501
1145번째 학습, 293, 932, 1146
396번째 학습, 156, 229, 397
583번째 학습, 499, 560, 584
593번째 학습, 181, 200, 594
552번째 학습, 219, 384, 553
909번째 학습, 285, 297, 910
603번째 학습, 129, 520, 604
519번째 학습, 198, 327, 520
528번째 학습, 164, 175, 529
538번째 학습, 136, 251, 539
993번째 학습, 260, 349, 994
544번째 학습, 251, 268, 545
466번째 학습, 258, 395, 467
617번째 학습, 245, 365, 618
874번째 학습, 396, 736, 875
571번째 학습, 242, 250, 572
683번째 학습, 360, 395, 684
778번째 학습, 181, 755, 779
567번째 학습, 251, 555, 568
422번째 학습, 112, 155, 423
664번째 학습, 353, 487, 665
506번째 학습, 197, 474, 507
1090번째 학습, 346, 871, 1091
464번째 학습, 236, 244, 465
293번째 학습, 256, 268, 294
1188번째 학습, 530, 776, 1189
736번째 학습, 513, 620, 737
538번째 학습, 322, 378, 539
310번째 학습, 151, 160, 311
797번째 학습, 305, 511, 798
1085번째 학습, 354, 383, 1086
711번째 학습, 162, 391, 712
826번째 학습, 386, 587, 827
294번째 학습, 151, 170, 295
969번째 학습, 293, 554, 970
870번째 학습, 264, 674, 871
411번째 학습, 197, 399, 412
477번째 학습, 419, 468, 478
754번째 학습, 182, 204, 755
485번째 학습, 108, 335, 486
649번째 학습, 245, 286, 650
684번째 학습, 213, 431, 685
507번째 학습, 222, 302, 508
634번째 학습, 189, 449, 635
446번째 학습, 334, 384, 447
540번째 학습, 164, 417, 541
953번째 학습, 342, 679, 954
556번째 학습, 213, 414, 557
482번째 학습, 239, 427, 483
1150번째 학습, 375, 796, 1151
444번째 학습, 150, 256, 445
1144번째 학습, 244, 477, 1145
444번째 학습, 187, 206, 445
976번째 학습, 246, 527, 977
0번째 학습, 38, 73, 100
