117, 138, 161
105, 148, 182
140, 199, 262
18, 128, 225
207, 272, 459
158, 176, 197
143, 225, 246
184, 229, 277
128, 195, 251
159, 216, 228
159, 203, 229
42, 92, 149
43, 107, 147
80, 124, 182
200, 340, 370
114, 249, 273
111, 273, 446
208, 315, 478
132, 229, 258
88, 145, 326
252, 349, 483
112, 148, 162
108, 157, 173
185, 266, 272
70, 80, 195
161, 165, 210
73, 110, 183
130, 246, 330
141, 173, 190
139, 174, 358
94, 179, 243
177, 233, 285
110, 155, 177
164, 190, 232
189, 311, 423
132, 167, 226
69, 157, 183
117, 139, 165
35, 47, 133
69, 122, 227
80, 137, 205
80, 107, 182
171, 200, 222
97, 323, 382
129, 165, 182
88, 114, 155
136, 152, 159
129, 204, 268
122, 143, 216
100, 126, 169
111, 177, 357
53, 70, 251
199, 305, 386
28, 227, 293
24, 109, 156
51, 70, 103
86, 148, 219
153, 183, 208
105, 142, 174
76, 139, 181
69, 161, 177
269, 324, 357
